Frequency_of_outbreaks,Magnitude_of_outbreaks_Deaths,Magnitude_of_outbreaks_Infected,Magnitude_of_outbreaks_Severity_Index,Security_and_Conflict_Index
0.5456094,0.5084132,0.59929806,0.63442385,0.40590912
0.5483915,0.5152513,0.7042468,0.56513506,0.42098978
0.5717281,0.59751123,0.61726,0.59211814,0.34214297
0.5610873,0.46157014,0.6454544,0.55231196,0.3633242
0.6064127,0.6033206,0.6976128,0.51487446,0.35343266
0.5063885,0.5130713,0.6455874,0.5584666,0.4067823
0.57160884,0.4522377,0.6515554,0.5396135,0.35179648
0.6783809,0.7041882,0.7594199,0.64022857,0.36609817
0.55916923,0.6109078,0.71241057,0.6997786,0.36145777
0.6229725,0.7054682,0.7612928,0.55963403,0.32901233
0.49612075,0.5083735,0.6234956,0.5151227,0.39998537
0.57378054,0.5691426,0.6756821,0.58781135,0.38611475
0.71219873,0.59396535,0.6389325,0.56773275,0.3350293
0.5808877,0.6216781,0.69106513,0.7203611,0.4245209
0.6425189,0.6113667,0.60006046,0.6382345,0.40179443
0.6461954,0.50303686,0.66572535,0.5023692,0.4893831
0.47072008,0.5608503,0.5674559,0.4634158,0.49919757
0.6423952,0.6075689,0.647944,0.6934453,0.46537572
0.6162144,0.49983665,0.72483325,0.5896339,0.54686904
0.5381031,0.53613025,0.7031051,0.5908674,0.42338124
0.6090826,0.5831384,0.5792976,0.5294127,0.42028168
0.70660704,0.7008868,0.7198818,0.56835157,0.39585495
0.5853373,0.67573136,0.7133093,0.6639274,0.39308715
0.50262517,0.603868,0.62735903,0.51782703,0.38053307
0.58749926,0.53373843,0.67632264,0.5240996,0.47799885
0.6238637,0.5533669,0.6728608,0.6688191,0.454682
0.6225744,0.63326406,0.7512628,0.619498,0.5114458
0.6010483,0.5015186,0.6736667,0.5892726,0.49543992
0.6283502,0.5233424,0.62516594,0.58312035,0.4877932
0.62731534,0.5190222,0.63977003,0.5111555,0.4992956
0.6651973,0.6865026,0.70697296,0.6534889,0.4956452
0.53256154,0.57358086,0.60483325,0.60576767,0.46879172
0.54370165,0.5974165,0.6518485,0.60313857,0.41415375
0.670509,0.6056306,0.7276201,0.66582006,0.4893201
0.5993467,0.6064324,0.67626274,0.63635266,0.50145733
0.6160685,0.6508211,0.5471156,0.6618731,0.4643392
0.7119832,0.6867211,0.70552385,0.6400791,0.5367681
0.6642541,0.583192,0.6908374,0.6322849,0.5448396
0.5626491,0.54890275,0.60216045,0.54869777,0.52426654
0.4580923,0.4807943,0.6118667,0.5136627,0.57886577
0.62899005,0.5782214,0.7533958,0.63703215,0.52230084
0.6785922,0.5806409,0.7332689,0.6700155,0.52078456
0.49677792,0.61877745,0.6971583,0.4983618,0.5936229
0.6766766,0.56676614,0.58321595,0.5318408,0.6349602
0.62054044,0.6121985,0.665283,0.64156413,0.6194906
0.57549274,0.5653914,0.57058716,0.5742102,0.6259588
0.5226076,0.6262303,0.70408815,0.59586126,0.5262132
0.63370484,0.62494546,0.60847247,0.6548128,0.5208458
0.680641,0.6604283,0.76274645,0.6348889,0.4899691
0.5976903,0.6045702,0.7125032,0.5960127,0.40397933
0.48101315,0.57998765,0.5862556,0.619469,0.3665225
0.55958444,0.5684782,0.6824919,0.65814686,0.38602853
0.62704086,0.6392879,0.65551364,0.5759672,0.47992668
0.61252654,0.5875201,0.6345615,0.6749037,0.4961562
0.6025388,0.53818995,0.65908635,0.54664934,0.43951276
0.5054783,0.49851516,0.60245943,0.7069188,0.3983089
0.55484897,0.583259,0.6478475,0.58796346,0.40157604
0.6217597,0.56930953,0.72416854,0.67703795,0.466152
0.45202035,0.48460305,0.55129325,0.5762109,0.38223088
0.6345472,0.5713297,0.62741554,0.567218,0.38395697
0.5929542,0.64375913,0.6942253,0.5962477,0.3165069
0.5611365,0.53846616,0.6080209,0.5426408,0.28312927
0.5753748,0.57603675,0.6067491,0.534148,0.3209356
0.5018803,0.558519,0.6256944,0.57461226,0.39146018
0.6897288,0.586192,0.6446923,0.62014025,0.51144403
0.6228046,0.57575786,0.5969819,0.60498685,0.437742
0.5842747,0.586726,0.620425,0.5618238,0.41013628
0.5674039,0.639423,0.6490308,0.53892934,0.4255196
0.59487784,0.64592844,0.62841916,0.60473055,0.45217195
0.6198232,0.56873244,0.60720927,0.64635783,0.41068035
0.5659856,0.59590536,0.7905689,0.5997228,0.35889664
0.5578509,0.56702787,0.58558106,0.4598543,0.34978318
0.6366328,0.6058433,0.7643225,0.5779453,0.30849025
0.57411575,0.6266974,0.72746116,0.6628254,0.27895838
0.50933856,0.593291,0.63003683,0.60364056,0.3332494
0.5472667,0.61392164,0.6062207,0.5622288,0.3412355
0.6752563,0.51777375,0.694867,0.57284236,0.38360378
0.5988795,0.5388745,0.7497251,0.6167437,0.5167166
0.5747746,0.6928874,0.6432141,0.69256115,0.5708417
0.62342024,0.5837536,0.68676615,0.6515694,0.6499448
0.5621533,0.53126556,0.6398046,0.6012223,0.7039722
0.5831784,0.66163695,0.614288,0.59634286,0.66493523
0.577531,0.64677685,0.78421843,0.6460484,0.7126453
0.62788427,0.62256503,0.7315954,0.5831481,0.67804694
0.47018,0.45885485,0.5952532,0.6170548,0.59687036
0.547229,0.6831811,0.72698045,0.6574449,0.5560253
0.60535985,0.64227605,0.7103851,0.65314054,0.55239975
0.64150554,0.6278211,0.6231132,0.60216355,0.50523466
0.6381953,0.6175542,0.60614735,0.6945588,0.5408035
0.6205563,0.6470632,0.707827,0.55271125,0.5513144
0.53039426,0.5035091,0.60738957,0.6244966,0.44823357
0.6654498,0.5968541,0.77996147,0.655932,0.5034237
0.60079426,0.64368355,0.6888973,0.6583357,0.43175364
0.59617,0.5144942,0.640587,0.55387664,0.35405314
0.5468462,0.616069,0.72729605,0.64796096,0.38874835
0.5424014,0.55619144,0.64440566,0.5802845,0.36814877
0.62631357,0.68860805,0.6475359,0.705881,0.42396992
0.55195737,0.49727848,0.5990199,0.5960762,0.33501583
0.5345367,0.54010886,0.70482844,0.64658177,0.3502298
0.66154844,0.64951247,0.62340534,0.7085922,0.39010614
0.592718,0.61621916,0.75699115,0.6426027,0.4669277
0.64498943,0.56968504,0.56830674,0.54047126,0.42328408
0.5435568,0.51114535,0.62079227,0.5171687,0.46743175
0.5461758,0.584333,0.6780362,0.5782303,0.51327
0.6039544,0.6485986,0.7855108,0.6131403,0.592592
0.60632646,0.629028,0.617315,0.6734163,0.53872
0.56605804,0.5644245,0.6772532,0.626062,0.51410884
0.5463257,0.5497074,0.697592,0.6186149,0.5515146
0.67269754,0.6358915,0.7395289,0.6394924,0.58400124
0.60603374,0.5422253,0.65177035,0.58364654,0.61296093
0.6729809,0.5419616,0.72046924,0.6813568,0.6414048
0.6086531,0.5661154,0.6439508,0.58699954,0.67894393
0.7050312,0.63150376,0.75859475,0.5526272,0.66711414
0.5811213,0.6643785,0.72312653,0.67182744,0.6057708
0.75190437,0.6145736,0.733634,0.6964259,0.56831336
0.62432855,0.5648967,0.64129776,0.5639558,0.5329656
0.6742008,0.5768834,0.767672,0.6151533,0.47892913
0.5526494,0.548488,0.7308965,0.66260505,0.45929402
0.6269712,0.6623996,0.6761602,0.6280711,0.51038915
0.4762604,0.58743405,0.56722873,0.5163957,0.5334073
0.58406687,0.61906755,0.7857877,0.69623095,0.581273
0.61219084,0.5753642,0.5517513,0.554279,0.52016395
0.67142224,0.66486627,0.64477015,0.6294457,0.5327499
0.6018009,0.5963215,0.71182823,0.6309433,0.5299336
0.59429204,0.6433141,0.6820711,0.62403566,0.53133863
0.5681473,0.52883124,0.6174281,0.53813,0.50069267
0.62425244,0.64371055,0.7221751,0.6655726,0.54186934
0.63367224,0.52985334,0.6369545,0.6067184,0.4532815
0.63759494,0.5166784,0.601478,0.6022825,0.4088423
0.5955477,0.6336182,0.6685335,0.6178118,0.44753537
0.57997364,0.61844754,0.5480513,0.5415457,0.51527333
0.56483155,0.5926441,0.609737,0.5338046,0.55268395
0.65888906,0.61387384,0.723674,0.7167181,0.6094694
0.6185501,0.55836606,0.5776799,0.5684324,0.59763134
0.57564807,0.481156,0.73863757,0.597524,0.58070487
0.52978563,0.53682065,0.623432,0.46407887,0.609408
0.5723416,0.5867636,0.7183381,0.5527238,0.54517823
0.59304655,0.5115447,0.6311738,0.6414288,0.43522784
0.47685167,0.54911387,0.5988136,0.61843103,0.38077423
0.5774829,0.5227104,0.61437106,0.5853252,0.4224805
0.5929435,0.5630723,0.65061873,0.63128316,0.4557407
0.43629217,0.519838,0.54788417,0.574983,0.41721997
0.5057273,0.50702316,0.66984665,0.57247156,0.46879515
0.62314516,0.5899346,0.7031996,0.5422139,0.4906444
0.620438,0.46423265,0.62959045,0.4448105,0.4757902
0.5390962,0.6371048,0.6271464,0.5638772,0.4196114
0.5343743,0.5491819,0.54480666,0.47431624,0.37764975
0.43160766,0.52897567,0.59220004,0.60643756,0.44748732
0.763959,0.7067959,0.7797173,0.7550154,0.45869997
0.6298062,0.58486176,0.6992661,0.6198433,0.41346583
0.56904423,0.55804366,0.64916027,0.6600633,0.42534363
0.6760563,0.622834,0.6968796,0.6694188,0.41865286
0.6642436,0.6548675,0.79000795,0.6545009,0.51263314
0.5246966,0.5038146,0.5859958,0.5834196,0.5116054
0.6061473,0.6585227,0.59782606,0.460306,0.5783899
0.7264935,0.6698363,0.81637025,0.6903599,0.5794401
0.65568066,0.6990558,0.73375356,0.6440458,0.6148539
0.68077254,0.6625429,0.6824794,0.62713397,0.53434455
0.59106296,0.5743796,0.65086675,0.60731393,0.44689456
0.5987493,0.53276193,0.6074801,0.55636287,0.6046796
0.64998055,0.6094565,0.7281719,0.67748016,0.5741704
0.5610745,0.6108812,0.6368035,0.5369869,0.587175
0.61815315,0.64445084,0.71579945,0.7196141,0.52167535
0.59931296,0.6274384,0.7163405,0.6232617,0.52905035
0.57101357,0.6076934,0.6259231,0.636766,0.51638037
0.5317935,0.65041125,0.6125863,0.5334496,0.53145456
0.60789937,0.59436285,0.6521539,0.51023924,0.48350528
0.6503323,0.58574903,0.6374536,0.61442053,0.3994307
0.69846845,0.682906,0.76116467,0.66363466,0.4621809
0.51774013,0.55743104,0.62209374,0.60039216,0.44174576
0.67089164,0.61608595,0.7169508,0.61534405,0.50986975
0.6447029,0.66998124,0.6836654,0.6312875,0.46900663
0.5635223,0.615945,0.667928,0.5505089,0.50185245
0.51216155,0.5762642,0.72652787,0.58134544,0.5832995
0.60392135,0.537052,0.66479063,0.5929758,0.5184634
0.63946426,0.6116026,0.6451483,0.57493013,0.43845987
0.5670623,0.5847773,0.70777977,0.6569084,0.42733455
0.66296995,0.65795016,0.7676005,0.6843072,0.47802868
0.58726794,0.672244,0.67360854,0.604624,0.55908644
0.5440905,0.5348704,0.6948146,0.608127,0.47838023
0.58276284,0.5805689,0.63994,0.5811147,0.43749404
0.66658795,0.61630946,0.75066733,0.64323795,0.3863361
0.656116,0.62609154,0.7155013,0.6219058,0.48231325
0.5872069,0.64886785,0.59629196,0.4211491,0.45387706
0.70505977,0.68844765,0.74723864,0.63290673,0.4933403
0.728031,0.6335205,0.7992335,0.71574354,0.47916454
0.58368665,0.5814605,0.6087431,0.56181675,0.49599558
0.55704373,0.5998591,0.6972569,0.56382567,0.47704163
0.60971624,0.62212753,0.71234536,0.58020884,0.44641215
0.65887094,0.57824105,0.6993684,0.55011874,0.45885187
0.39630985,0.47000924,0.49977344,0.44553024,0.33984616
0.6243523,0.61982113,0.6047221,0.5715791,0.33034885
0.6856388,0.56709987,0.60659915,0.6665753,0.4702353
0.5898395,0.57106644,0.60981476,0.56216437,0.42256257
0.6267736,0.46580774,0.62065214,0.5906691,0.4535114
0.60128605,0.5788189,0.5882118,0.6615937,0.34920326
0.6408959,0.7044053,0.6620748,0.59206474,0.41194758
0.51967627,0.570621,0.6179433,0.50997055,0.3799189
0.5236723,0.4749603,0.61193,0.45684713,0.40873498
0.62149084,0.62634295,0.6716359,0.6516505,0.33804047
0.63585144,0.5562199,0.6698531,0.57093763,0.36183104
0.5508142,0.51444036,0.56859034,0.5586305,0.33998364
0.60808086,0.57355034,0.644034,0.5319287,0.3703579
0.6826151,0.5582227,0.6946349,0.68191934,0.3883498
0.4809518,0.63523394,0.67480457,0.52774185,0.40241784
0.6358771,0.6166,0.6967059,0.5348844,0.43671167
0.501534,0.5621517,0.56775355,0.5953441,0.505939
0.56120276,0.6277638,0.64773965,0.6240907,0.5088905
0.5589453,0.5039319,0.5304742,0.51942533,0.5227144
0.59169006,0.6112342,0.6723854,0.59765965,0.57107186
0.58422357,0.635793,0.76111436,0.61495423,0.60798436
0.53292555,0.51851207,0.680302,0.49611217,0.6313637
0.64725274,0.6000723,0.6956363,0.70973027,0.6099828
0.48561746,0.52305925,0.7087086,0.6277578,0.587297
0.6178912,0.6358484,0.7273412,0.7348571,0.57709104
0.5557813,0.59965104,0.6673901,0.6093838,0.5195636
0.6125721,0.6197656,0.73710465,0.5609004,0.43335956
0.62632024,0.53456044,0.5903326,0.5312998,0.45605484
0.48603657,0.55225945,0.6118067,0.5237244,0.48488548
0.4677501,0.477478,0.498243,0.5126361,0.42203325
0.5588443,0.53182095,0.71991354,0.7142101,0.33277294
0.55645657,0.4879147,0.532025,0.6373232,0.33999097
0.5261342,0.5829796,0.55724335,0.5572343,0.30630195
0.5200603,0.5003198,0.5265721,0.58163,0.3629126
0.52362955,0.64246,0.68060535,0.5720713,0.48351294
0.5681335,0.64075387,0.6599561,0.622978,0.47170717
0.56506944,0.562174,0.61157584,0.5539074,0.5133579
0.59474015,0.5289849,0.49768946,0.45603707,0.5782009
0.58111924,0.58523875,0.6356018,0.6912936,0.57634956
0.59679264,0.5699357,0.7108761,0.6222085,0.627875
0.59697175,0.58478624,0.6599081,0.66466355,0.5868391
0.56383604,0.68088347,0.7467768,0.63559544,0.590847
0.57613784,0.5394402,0.5734706,0.4931238,0.50354886
0.5441919,0.6556845,0.6342726,0.5627537,0.66936785
0.6130868,0.5172393,0.59583944,0.64116174,0.7085256
0.5988516,0.60688895,0.657906,0.60747623,0.6775569
0.5737705,0.5603929,0.57976264,0.5863203,0.6965036
0.5769713,0.58609664,0.69558257,0.59015584,0.6705011
0.6551306,0.56584364,0.71380115,0.58882123,0.6941179
0.6212677,0.69738454,0.7721575,0.6850266,0.61394584
0.6380081,0.6609824,0.7016605,0.6432089,0.63191354
0.49985313,0.5394173,0.6321301,0.46226153,0.5994954
0.66289544,0.6844547,0.69855523,0.6834949,0.6446854
0.475868,0.5103896,0.54530555,0.58328503,0.6279222
0.5745686,0.5939192,0.65493125,0.6188568,0.6471898
0.4940602,0.6157948,0.5801323,0.5292721,0.62950283
0.590331,0.57035625,0.7200087,0.5809274,0.5146154
0.618334,0.63838214,0.65840685,0.62080014,0.52488244
0.5307364,0.6391593,0.67693824,0.5944675,0.5404967
0.69340426,0.58879215,0.70614874,0.6815343,0.59936196
0.6228924,0.62538165,0.71058774,0.63066506,0.5318595
0.58080006,0.5894052,0.58214635,0.637899,0.5289966
0.6364756,0.5717782,0.6768662,0.65005714,0.5629878
0.52836037,0.53374445,0.5775063,0.4943517,0.48108515
0.5915221,0.56394255,0.5660743,0.509159,0.5102764
0.67539656,0.64391226,0.76949984,0.68559873,0.48640788
0.66297466,0.5217622,0.7049851,0.50365394,0.45422885
0.7007134,0.72917974,0.76267433,0.6379768,0.4406191
0.67626,0.62362975,0.7476193,0.62039006,0.487128
0.5966235,0.72632575,0.6931138,0.6247001,0.512765
0.5896981,0.7239946,0.73962575,0.6480838,0.5350438
0.6920306,0.6529071,0.6996756,0.68135995,0.59234554
0.75543255,0.69372785,0.74952936,0.752988,0.58253515
0.6293965,0.6271368,0.66281664,0.6992073,0.58989835
0.6230449,0.65806407,0.63932276,0.58276606,0.62571704
0.5687352,0.51279473,0.688217,0.517727,0.5515902
0.56936634,0.64027995,0.6726752,0.67314273,0.5445296
0.62641895,0.66194564,0.73224574,0.5761854,0.5196684
0.5925361,0.6472952,0.65659404,0.60881233,0.45299232
0.47825336,0.54268044,0.56562907,0.6170085,0.42794925
0.54898643,0.6235518,0.5813261,0.602396,0.42090094
0.6511192,0.61492646,0.6488432,0.6106323,0.3762884
0.46181518,0.6105759,0.5722618,0.49988514,0.29154179
0.6172194,0.590377,0.673157,0.60303324,0.25328928
0.53004414,0.6033266,0.5544837,0.5572377,0.318243
0.5483238,0.5826523,0.65235746,0.57579917,0.31129593
0.5963325,0.55882204,0.5795574,0.5276665,0.3367848
0.56610644,0.50014865,0.6588841,0.5468192,0.35116473
0.5668331,0.5140856,0.5674775,0.53421694,0.42341906
0.61208665,0.6612146,0.7753364,0.63872695,0.3877928
0.65672946,0.6119883,0.6509005,0.68028086,0.42319152
0.57161736,0.56154835,0.728693,0.6241121,0.50403666
0.5952132,0.6446755,0.7873193,0.7189019,0.5479465
0.49543723,0.52331704,0.56634843,0.5728073,0.5189062
0.618025,0.5405711,0.6296663,0.62685865,0.5297983
0.6185272,0.68785477,0.64715946,0.61307615,0.54369473
0.6393726,0.7171445,0.7032288,0.5744038,0.5452934
0.6111752,0.4470241,0.6561118,0.5491,0.6450373
0.5730522,0.6339285,0.6713936,0.60609776,0.66466594
0.62344533,0.60698974,0.64932513,0.5915093,0.5936991
0.5139608,0.5717611,0.6182771,0.53880686,0.66065234
0.5959682,0.6120464,0.6271449,0.59850574,0.65914625
0.6478812,0.5764351,0.6696755,0.6233009,0.61829007
0.59345734,0.5252841,0.72116077,0.60218126,0.58220524
0.6418668,0.66999173,0.7234503,0.68192035,0.5377336
0.6937326,0.65120685,0.77864057,0.72045624,0.49079463
0.60085946,0.6591543,0.6440702,0.6388209,0.5350543
0.6872376,0.605084,0.6931594,0.7122992,0.56109065
0.6626511,0.68599373,0.64505196,0.6789953,0.5765989
0.6240909,0.5588626,0.6355002,0.5806956,0.5837681
0.6730863,0.6576023,0.68521386,0.56150806,0.5255977
0.6068076,0.58971566,0.64424235,0.5649366,0.55779904
0.66930217,0.60951185,0.68664086,0.67471683,0.60464776
0.59125876,0.6198997,0.6086142,0.59707534,0.5699528
0.56667334,0.5254363,0.5810614,0.54415566,0.47659704
0.58915234,0.69892573,0.679784,0.58966076,0.40967864
0.6715065,0.54114765,0.66143185,0.6076508,0.46238917
0.64576393,0.57524216,0.58675927,0.63639754,0.52996767
0.66726595,0.62104297,0.72906417,0.6432855,0.5733709
0.6943419,0.6786746,0.8093393,0.7389246,0.5380353
0.5908707,0.6438978,0.641007,0.6377519,0.5361524
0.5868791,0.57215273,0.6679278,0.5894489,0.60143024
0.6328068,0.5929023,0.72539026,0.54358166,0.6058253
0.5734985,0.63228613,0.757481,0.7057773,0.54907936
0.5126935,0.6033852,0.61381793,0.5875399,0.56965435
0.50536865,0.53285927,0.648411,0.5439535,0.5421819
0.70054865,0.5791,0.61781657,0.5686158,0.4940469
0.55818766,0.5769044,0.6051902,0.55641407,0.44769943
0.66563773,0.69916314,0.7462308,0.7024862,0.522456
0.64858395,0.5883932,0.6650821,0.51856506,0.46154454
0.5851775,0.55447435,0.6316749,0.54345083,0.4649368
0.587708,0.5508138,0.6423625,0.58871156,0.5273127
0.49863106,0.5309147,0.61659336,0.4753153,0.56545174
0.48788652,0.5424068,0.6885592,0.54481316,0.5676877
0.5609302,0.57169324,0.53139484,0.5357182,0.53942317
0.6231106,0.61597294,0.64051634,0.5680952,0.54794216
0.46116152,0.56496584,0.6224905,0.42581278,0.48858988
0.5228991,0.5135584,0.6488937,0.5629713,0.54782957
0.5632541,0.50475854,0.65146065,0.5387966,0.54934365
0.44920027,0.46471334,0.58239025,0.5628678,0.5753346
0.5633995,0.7205184,0.60574067,0.63955176,0.4825613
0.57702947,0.52649087,0.64836705,0.60167545,0.5623816
0.46072292,0.5759501,0.5927884,0.52707666,0.6290462
0.649434,0.7011863,0.66375816,0.6471988,0.6731527
0.5813796,0.5910257,0.7070145,0.49126926,0.71356493
0.6647248,0.65320766,0.6410299,0.67094535,0.5859399
0.6705591,0.6048369,0.6152248,0.57561517,0.5598423
0.5903399,0.45814246,0.566092,0.61533606,0.50902563
0.5429947,0.55869395,0.6145942,0.55384946,0.46773925
0.57655025,0.56134266,0.6118613,0.6103726,0.46455693
0.48711038,0.64051205,0.60280854,0.64607024,0.4958369
0.56543154,0.6598422,0.6373833,0.59186786,0.50317234
0.6847011,0.5764082,0.7604655,0.6980723,0.4448012
0.59571886,0.6318953,0.6963726,0.5197381,0.42857617
0.54894394,0.55086315,0.5583409,0.5867859,0.3563412
0.57045424,0.46800992,0.69358355,0.55934435,0.27995825
0.64284796,0.61978287,0.69989324,0.53822744,0.29536656
0.5746327,0.61818075,0.5868481,0.6179022,0.29126555
0.58657,0.6769909,0.73064715,0.6455723,0.25435737
0.5890612,0.58563185,0.68521905,0.5783409,0.2717651
0.5145805,0.48627287,0.6398642,0.52459717,0.29017982
0.6415949,0.5023133,0.5682002,0.58599854,0.3604602
0.47815922,0.4705339,0.6455798,0.56834805,0.4204723
0.49267372,0.63283896,0.539832,0.5778544,0.39601636
0.70362246,0.633373,0.7062644,0.5902519,0.40224513
0.6163598,0.5579454,0.7175552,0.586501,0.41861486
0.57349,0.5618404,0.66572785,0.60881925,0.42648166
0.63662297,0.6557822,0.65295583,0.59905076,0.46391568
0.6120906,0.6369109,0.6979453,0.67837584,0.55025905
0.63185674,0.47214165,0.6442816,0.5908824,0.54099363
0.5949123,0.5860017,0.6795936,0.5820427,0.525109
0.47722247,0.49602598,0.58296126,0.5686647,0.54299974
0.61609685,0.5284707,0.68024635,0.56851715,0.5218203
0.6861287,0.61003125,0.7330576,0.65811914,0.5465281
0.6205142,0.49036002,0.62772006,0.51079845,0.5329874
0.6716702,0.57002896,0.68703604,0.49867055,0.5704028
0.49383885,0.54981524,0.62123656,0.5345743,0.55851257
0.6317836,0.53180486,0.65128446,0.51536137,0.6347672
0.52914155,0.5264081,0.593841,0.49607676,0.70296234
0.50709426,0.6539153,0.6008214,0.6174499,0.62900865
0.47031373,0.48371118,0.5902787,0.43749493,0.5922172
0.5538015,0.70463496,0.65786207,0.63719964,0.5796061
0.6251834,0.6128183,0.6771667,0.5491945,0.597702
0.63269955,0.6759056,0.6938772,0.6413363,0.556083
0.6482983,0.5659039,0.57043856,0.55898076,0.63064647
0.62568396,0.5764068,0.74461186,0.6919074,0.63944936
0.59621936,0.44660595,0.6131285,0.48641232,0.5391
0.591028,0.49282038,0.5207167,0.504103,0.519891
0.5682975,0.5674557,0.6646556,0.5450829,0.4475285
0.71917725,0.63963497,0.6990558,0.6445608,0.39712355
0.58547026,0.6068262,0.6885543,0.4996384,0.41277495
0.5604771,0.6225436,0.69108623,0.6086555,0.43164676
0.61612135,0.51092577,0.6382107,0.5018983,0.39508742
0.64702296,0.58013874,0.7421774,0.604007,0.34583315
0.50113946,0.53638256,0.70687485,0.575108,0.4198597
0.6713071,0.58708596,0.71507215,0.69298506,0.46364886
0.61026525,0.5414607,0.7666631,0.6378992,0.4373779
0.48075145,0.57763815,0.5749681,0.57219803,0.38826406
0.548164,0.5432804,0.6683396,0.55848444,0.3998947
0.66756284,0.63699967,0.6998148,0.54164916,0.35838667
0.67192173,0.5208377,0.73197836,0.6298776,0.3183608
0.57808965,0.46530947,0.6061529,0.5923317,0.47872648
0.7033334,0.68953776,0.8071387,0.73507774,0.41779912
0.5899184,0.6094531,0.7587146,0.599196,0.40482423
0.60953426,0.5401453,0.7176039,0.65111923,0.4784702
0.6196481,0.5758745,0.6416103,0.5811267,0.4438963
0.66087514,0.6519599,0.681762,0.61574394,0.38230675
0.5394336,0.6057487,0.646539,0.621263,0.47507864
0.60758585,0.60814655,0.5750853,0.59749556,0.41574374
0.5398642,0.6268751,0.60433096,0.60485643,0.34122476
